sno,firstname,lastname,gender,dob,personphone,city,statename,zip,primarylanguage,primaryocc,maxeducationlevel,maritalstatus,productcategory,annualincome,leadquality,datecreated 
3573,Mathilde,Greenwood,female,1996-09-13,3085422001,Jessicabury,Ohio,3982,English,Salaried,Doctorate,Unmarried,Home Insurance,72000,Poor,
3574,Ferdinand,Metz,male,1946-08-21,9595320221,East Annafort,Vermont,86768,English,Salaried,Undergraduate,Married,Disability Insurance,40000,Best,
3575,Shannon,Gant,female,1941-10-05,3452373896,Davidbury,Connecticut,95934,English,Unemployed,Secondary school,Widowed,Home Insurance,1000,Average,
3576,Adam,Rouse,male,1998-02-11,1282774945,North Katietown,Arkansas,54005,English,Self employed,Undergraduate,Married,Life Insurance,90000,Poor,
3577,Kevin,Hagan,male,1975-10-09,9295743513,West Juliaberg,Nebraska,55889,English,Salaried,Undergraduate,Married,Auto Insurance,79000,Average,
3578,Marilyn,Gilbert,female,1944-02-05,6607298349,Cookland,North Carolina,67724,English,Business,Postgraduate,Married,Auto Insurance,75000,Best,
3579,William,Melton,male,1952-08-01,4405717996,Ryanborough,Maine,1006,English,Salaried,Undergraduate,Married,Home Insurance,84000,Poor,
3580,Brian,Petrowski,male,1995-09-21,3367091813,West Michael,Louisiana,24634,English,Salaried,Undergraduate,Married,Disability Insurance,62000,Average,
3581,Steven,Meade,male,1976-06-10,1672596264,South Jonathanfort,Wyoming,6566,English,Self employed,Secondary school,Married,Disability Insurance,16000,Average,
3582,Kathleen,Urreta,female,1966-02-01,2779014465,Taylormouth,South Carolina,88173,English,Salaried,Undergraduate,Divorced,Disability Insurance,45000,Poor,
3583,Charles,Walker,female,1944-11-17,4030805685,Tiffanybury,Montana,6844,English,Self employed,Secondary school,Widowed,Disability Insurance,30000,Best,
3584,Kamilah,Prentice,female,1970-06-12,6658750131,Jeffreychester,Kentucky,33308,English,Unemployed,Secondary school,Married,Auto Insurance,3000,Best,
3585,Ruby,Martinez,female,1940-01-21,5456069211,Martinfurt,Oklahoma,94588,English,Salaried,Undergraduate,Married,Home Insurance,51000,Best,
3586,Timothy,Pompa,male,1990-07-19,2477502119,Gabriellestad,Ohio,38260,English,Salaried,Doctorate,Unmarried,Disability Insurance,81000,Poor,
3587,Van,Frizzell,female,1943-11-18,9532103406,East Nataliefurt,Georgia,33383,English,Unemployed,Elementary school,Married,Home Insurance,1000,Best,
3588,Kyle,Parvin,male,1983-12-27,7678553628,Lake Justin,Indiana,89141,English,Salaried,Postgraduate,Married,Auto Insurance,77000,Average,
3589,Norman,Tarango,male,1988-10-28,3296439116,Russellshire,Montana,25166,English,Self employed,Secondary school,Married,Disability Insurance,11000,Average,
3590,Ralph,Cobbins,male,1955-01-09,3769257546,Port Calvin,Hawaii,95984,English,Business,Postgraduate,Married,Disability Insurance,81000,Poor,
3591,Jennifer,Soto,female,1952-01-25,1405102642,North Steven,Kentucky,89837,English,Salaried,Undergraduate,Married,Auto Insurance,52000,Best,
3592,Warren,Shetlar,not specified,1942-09-06,9533990854,Fordfort,Oklahoma,26338,English,Self employed,Secondary school,Widowed,Home Insurance,32000,Best,
3593,Sook,Ayers,female,1984-02-17,2530775650,North Linda,Wyoming,12415,English,Unemployed,Elementary school,Widowed,Home Insurance,1000,Poor,
3594,Yolanda,Marquez,female,1942-01-31,4367899035,Andradetown,Wyoming,87637,English,Salaried,Doctorate,Married,Life Insurance,74000,Average,
3595,Mark,Dutcher,male,1974-09-13,9808944091,South Ryanville,Texas,1170,English,Business,Postgraduate,Married,Auto Insurance,83000,Average,
3596,Randall,Nowden,male,1991-02-26,1762323928,Sethville,North Carolina,82086,English,Salaried,Undergraduate,Unmarried,Home Insurance,68000,Poor,
3597,Stanley,Vanhandel,male,1963-07-25,1842017387,Seanside,Florida,82842,English,Business,Postgraduate,Married,Home Insurance,83000,Best,
3598,Ruby,Merriweather,female,1966-07-20,2327259557,Micheleburgh,Washington,22942,English,Salaried,Undergraduate,Divorced,Disability Insurance,61000,Average,
3599,Jerry,Powers,not specified,1960-06-07,6669452136,East Benjaminside,Virginia,71122,English,Self employed,Secondary school,Divorced,Home Insurance,7000,Poor,
3600,William,Porter,male,1967-01-24,3189904547,Lake Joshuaton,Tennessee,95304,English,Business,Postgraduate,Divorced,Auto Insurance,80000,Poor,
3601,Sarah,Goodwin,female,1953-05-02,8649152896,Brockport,Wisconsin,49425,English,Business,Postgraduate,Married,Life Insurance,86000,Best,
3602,Karen,Lee,female,1966-02-09,4622223669,Woodsfurt,Massachusetts,54082,English,Salaried,Doctorate,Divorced,Disability Insurance,48000,Poor,
3603,Charles,Stewart,male,1977-04-17,5140770904,West Robin,Oklahoma,66347,English,Salaried,Undergraduate,Married,Home Insurance,83000,Average,
3604,Rene,Woods,male,1960-10-20,2343449547,Kylestad,Maryland,85053,English,Salaried,Undergraduate,Widowed,Auto Insurance,86000,Average,
3605,Adam,Peterson,male,1979-01-08,9517397283,Lake Travis,Utah,61704,English,Salaried,Doctorate,Widowed,Life Insurance,56000,Best,
3606,Marlin,Todd,male,1949-02-05,7487519579,North Kathleenborough,Mississippi,99426,English,Business,Postgraduate,Married,Auto Insurance,75000,Best,
3607,Linda,Boykin,female,1993-10-10,6792304595,Garrettburgh,Ohio,83008,English,Self employed,Secondary school,Unmarried,Auto Insurance,32000,Average,
3608,James,Eastman,male,1991-08-17,3630722610,Maryville,New Mexico,74398,English,Self employed,Secondary school,Unmarried,Disability Insurance,33000,Poor,
3609,Adam,Peterson,male,1979-01-08,9517397283,Lake Travis,Utah,61704,English,Salaried,Doctorate,Widowed,Auto Insurance,56000,Best,
3610,Vernie,Phillips,female,1984-04-26,6818676372,Mcknightport,Tennessee,99876,English,Salaried,Doctorate,Widowed,Life Insurance,66000,Average,
3611,Diane,Wagner,female,1998-04-07,7785923557,Richardmouth,Indiana,56803,English,Salaried,Undergraduate,Unmarried,Home Insurance,41000,Average,
3612,Jessie,Portillo,male,1955-12-08,2217958531,Port Jamie,South Dakota,49993,English,Salaried,Secondary school,Widowed,Disability Insurance,70000,Best,
3613,Thomas,Deal,male,1975-04-02,8482763945,West Destiny,Oregon,43383,English,Business,Postgraduate,Widowed,Home Insurance,90000,Poor,
3614,Julie,Nasers,female,1944-10-22,3580452119,Jasmineport,Alaska,25770,English,Salaried,Postgraduate,Widowed,Life Insurance,71000,Poor,
3615,David,Woods,male,1945-02-06,3580865753,West Cynthia,North Dakota,73488,English,Business,Postgraduate,Widowed,Disability Insurance,69000,Poor,
3616,James,Savage,male,1978-08-14,3714786910,West Williamton,New Hampshire,19566,English,Business,Postgraduate,Married,Auto Insurance,91000,Poor,
3617,Kenneth,Andreasen,male,1992-03-24,6595211843,North Catherine,California,46718,English,Salaried,Undergraduate,Unmarried,Disability Insurance,65000,Average,
3618,Kimberlie,Buford,female,1964-06-02,8737720538,Sarahchester,Rhode Island,44937,English,Business,Postgraduate,Divorced,Home Insurance,98000,Best,
3619,Bertha,Summey,female,1995-08-12,4653985129,East Andrewport,West Virginia,54292,English,Salaried,Doctorate,Married,Disability Insurance,88000,Best,
3620,Peter,Batton,male,1979-02-13,8963310848,East Katelyn,Louisiana,46121,English,Salaried,Undergraduate,Widowed,Life Insurance,66000,Average,
3621,Dale,Keister,male,1975-04-01,2942184273,West Andrewchester,Nebraska,22855,English,Salaried,Undergraduate,Married,Auto Insurance,58000,Average,
3622,Evelyn,Redmond,female,1985-01-12,1199186347,West Vincent,Delaware,56372,English,Salaried,Undergraduate,Widowed,Life Insurance,67000,Average,
3623,Robbie,Pante,male,1988-02-15,5980223423,Michaelside,Ohio,70050,English,Business,Postgraduate,Married,Life Insurance,92000,Best,
3624,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Home Insurance,74000,Best,
3625,Gary,Rolon,male,1996-05-12,2101274423,Aaronmouth,Kentucky,99440,English,Business,Postgraduate,Unmarried,Disability Insurance,67000,Average,
3626,Cynthia,Hardy,female,1991-04-23,3054763533,East Christophershire,Montana,31088,English,Salaried,Undergraduate,Unmarried,Home Insurance,85000,Average,
3627,Lenna,Parton,female,1989-10-04,3495322406,New Destiny,Arkansas,14292,English,Business,Postgraduate,Unmarried,Disability Insurance,89000,Best,
3628,Bertha,Summey,female,1995-08-12,4653985129,East Andrewport,West Virginia,54292,English,Salaried,Doctorate,Married,Auto Insurance,88000,Best,
3629,Arlene,Morales,female,1986-01-15,6249875165,Aaronville,Arizona,64338,English,Salaried,Undergraduate,Widowed,Auto Insurance,47000,Poor,
3630,Gwendolyn,Lundgren,female,1996-03-12,1496500157,Pattonfort,Florida,94666,English,Salaried,Doctorate,Married,Home Insurance,44000,Average,
3631,Kim,Valentine,female,1997-12-03,4177189500,Brucefurt,Tennessee,14089,English,Self employed,Secondary school,Unmarried,Auto Insurance,5000,Best,
3632,Adam,Stahlhut,male,1956-08-06,8964851951,Port Tanya,South Dakota,33468,English,Self employed,Secondary school,Married,Life Insurance,25000,Average,
3633,Michael,Keener,male,1958-12-15,3948455774,Caldwellstad,California,27289,English,Self employed,Elementary school,Married,Home Insurance,9000,Average,
3634,Rita,Killough,female,1942-08-03,3679084622,New Williamtown,Washington,741,English,Salaried,Doctorate,Married,Auto Insurance,68000,Poor,
3635,Cory,Medina,male,1986-01-14,6933563265,East Charlesbury,Michigan,16911,English,Salaried,Undergraduate,Married,Disability Insurance,56000,Poor,
3636,Jade,Sofranko,female,1963-11-02,6392734967,Troychester,Texas,76888,English,Business,Postgraduate,Widowed,Life Insurance,85000,Best,
3637,Lorraine,Linton,female,1992-07-22,3956643118,Port Chad,Minnesota,29540,English,Salaried,Undergraduate,Unmarried,Auto Insurance,60000,Average,
3638,Joshua,Walraven,male,1993-03-03,9862616329,Solisland,New York,39032,English,Self employed,Secondary school,Unmarried,Home Insurance,27000,Average,
3639,Petra,Eastman,female,1991-12-24,5828781993,Lake Wayne,North Dakota,15747,English,Business,Postgraduate,Married,Home Insurance,88000,Best,
3640,Joseph,Brown,male,1998-05-15,8589881958,Johnsonfort,Missouri,1266,English,Salaried,Doctorate,Married,Auto Insurance,43000,Poor,
3641,Wendell,Bob,male,1998-06-15,8278927905,North Alyssahaven,Pennsylvania,897,English,Salaried,Undergraduate,Unmarried,Life Insurance,78000,Poor,
3642,Richard,Wilson,male,1945-02-21,7457336241,Robertville,Washington,22284,English,Salaried,Secondary school,Married,Auto Insurance,10000,Best,
3643,Patricia,Hoerner,female,1948-10-21,5861426000,Lake Matthew,Massachusetts,34737,English,Self employed,Secondary school,Widowed,Life Insurance,9000,Poor,
3644,Rita,Killough,female,1942-08-03,3679084622,New Williamtown,Washington,741,English,Salaried,Doctorate,Married,Home Insurance,68000,Poor,
3645,Salvatore,Shaver,male,1981-08-17,3277342000,South Courtney,Texas,96204,English,Salaried,Doctorate,Divorced,Auto Insurance,41000,Average,
3646,Roberta,Young,female,1947-05-05,7323678667,Lake Karen,Washington,33153,English,Self employed,Secondary school,Married,Disability Insurance,31000,Average,
3647,William,Melton,male,1952-08-01,4405717996,Ryanborough,Maine,1006,English,Salaried,Undergraduate,Married,Disability Insurance,84000,Poor,
3648,Tim,Lucas,male,1944-03-03,3532792798,Michaelton,Rhode Island,11621,English,Salaried,Doctorate,Married,Life Insurance,57000,Best,
3649,Michael,Rodgers,male,1955-05-04,3723204460,Collinsville,Kentucky,93201,English,Salaried,Undergraduate,Divorced,Disability Insurance,88000,Poor,
3650,Corey,Schwab,male,1990-06-12,8233770317,Lake Claire,Iowa,18965,English,Salaried,Postgraduate,Married,Auto Insurance,45000,Best,
3651,Yolanda,Marquez,female,1942-01-31,4367899035,Andradetown,Wyoming,87637,English,Salaried,Doctorate,Married,Disability Insurance,74000,Average,
3652,Ron,Cooper,male,1976-11-04,2830362260,North Danielstad,Alabama,46124,English,Salaried,Undergraduate,Married,Life Insurance,65000,Poor,
3653,Sarah,Goodwin,female,1953-05-02,8649152896,Brockport,Wisconsin,49425,English,Business,Postgraduate,Married,Life Insurance,86000,Best,
3654,Jared,Pitt,male,1961-01-14,1590965091,East Cameronstad,Delaware,11992,English,Salaried,Undergraduate,Married,Auto Insurance,76000,Average,
3655,Raymond,Hayes,male,1944-04-14,8031663672,Mccormickton,Kansas,78865,English,Self employed,Secondary school,Widowed,Life Insurance,26000,Poor,
3656,Daniel,Alvarado,male,1979-05-10,6763577491,East Kennethside,North Carolina,28480,English,Self employed,Elementary school,Divorced,Disability Insurance,1000,Average,
3657,Diane,Rounds,female,1983-03-21,3886685111,South Taramouth,Washington,74425,English,Salaried,Doctorate,Divorced,Disability Insurance,54000,Best,
3658,Teresa,Matusz,female,1993-02-10,6554748189,West Gabrielaberg,Virginia,60130,English,Business,Postgraduate,Unmarried,Life Insurance,79000,Poor,
3659,Ralph,Kenkel,male,1996-12-05,4166990847,Colleenberg,Iowa,71017,English,Unemployed,Secondary school,Unmarried,Life Insurance,1000,Best,
3660,Beverly,Parker,female,1966-03-15,1484298860,Port Morgan,Nebraska,49899,English,Salaried,Doctorate,Married,Home Insurance,60000,Poor,
3661,Michelle,Melancon,female,1959-06-25,5983405545,New Laurenchester,Arkansas,21348,English,Business,Postgraduate,Widowed,Auto Insurance,71000,Poor,
3662,Aaron,Leversee,male,1950-05-03,7902429026,East Todd,Maryland,98595,English,Salaried,Postgraduate,Married,Home Insurance,60000,Poor,
3663,Shonna,Wright,female,1954-08-01,3951422831,Earlmouth,Alabama,27426,English,Business,Postgraduate,Married,Disability Insurance,84000,Average,
3664,Adeline,Dunn,female,1998-04-19,6262331778,Molinafort,Massachusetts,7603,English,Self employed,Elementary school,Unmarried,Disability Insurance,23000,Poor,
3665,Daniel,Pacheco,male,1991-03-18,9556233803,Brianburgh,Virginia,66699,English,Salaried,Undergraduate,Unmarried,Life Insurance,69000,Average,
3666,Wilford,Skelley,male,1945-06-02,7424223780,Lake Kathyview,Oklahoma,21891,English,Salaried,Doctorate,Married,Auto Insurance,85000,Best,
3667,Julie,Nasers,female,1944-10-22,3580452119,Jasmineport,Alaska,25770,English,Salaried,Postgraduate,Widowed,Auto Insurance,71000,Poor,
3668,Catherine,Cooper,female,1971-12-01,5221355898,Kiddfort,Kansas,4221,English,Self employed,Secondary school,Married,Life Insurance,8000,Best,
3669,Jill,Schroot,female,1971-01-29,7376896838,Stevenville,Vermont,89808,English,Self employed,Secondary school,Widowed,Home Insurance,34000,Average,
3670,Lisa,Tillis,female,1990-02-21,7989737931,Nguyenstad,California,19474,English,Self employed,Elementary school,Unmarried,Disability Insurance,3000,Best,
3671,Christopher,Dancer,male,1941-04-06,7454009774,Benjaminstad,Alabama,72398,English,Self employed,Elementary school,Married,Life Insurance,10000,Poor,
3672,Jeffery,Braley,male,1996-06-20,1488589953,East Kimberlymouth,Nebraska,13034,English,Salaried,Undergraduate,Unmarried,Home Insurance,54000,Poor,
3673,Hayley,Peterson,female,1943-06-19,8803866126,Lake Kara,Tennessee,45070,English,Self employed,Elementary school,Divorced,Auto Insurance,35000,Average,
3674,Tyler,Ortega,male,1943-11-27,9874738213,Richardsonport,Mississippi,83645,English,Salaried,Undergraduate,Widowed,Life Insurance,62000,Average,
3675,Linda,Hersey,female,1957-03-14,2523176388,Sullivanville,Minnesota,1141,English,Business,Postgraduate,Married,Auto Insurance,84000,Average,
3676,Adam,Rouse,male,1998-02-11,1282774945,North Katietown,Arkansas,54005,English,Self employed,Undergraduate,Married,Life Insurance,90000,Poor,
3677,Joyce,Fowler,female,1989-03-11,7131955479,Davidsonmouth,Hawaii,82462,English,Salaried,Doctorate,Divorced,Life Insurance,74000,Best,
3678,Thomas,Taylor,male,1940-10-10,5806688860,Glennbury,Minnesota,57304,English,Salaried,Undergraduate,Married,Life Insurance,42000,Best,
3679,Rita,Minter,female,1944-04-29,2505137851,Lake Aliciahaven,Nevada,37840,English,Salaried,Doctorate,Married,Life Insurance,58000,Average,
3680,Fausto,Truiolo,male,1965-12-29,1723411529,Melissashire,Missouri,41489,English,Salaried,Undergraduate,Married,Disability Insurance,64000,Best,
3681,Cassie,Hardt,female,1940-10-26,5200280260,Michaelton,Ohio,13072,English,Self employed,Secondary school,Widowed,Disability Insurance,9000,Best,
3682,Rosalyn,Saucedo,female,1950-07-18,6241834539,Greenbury,Iowa,28923,English,Salaried,Undergraduate,Married,Disability Insurance,50000,Best,
3683,James,Gray,male,1983-04-14,4514827912,Lake Brenda,Kentucky,10100,English,Salaried,Doctorate,Married,Life Insurance,83000,Poor,
3684,Judith,Hugle,female,1999-05-12,1427324125,Brendastad,New Mexico,68087,English,Salaried,Doctorate,Unmarried,Home Insurance,58000,Best,
3685,Toni,Smith,female,1966-07-30,1007941487,Johnview,Missouri,71698,English,Salaried,Undergraduate,Married,Life Insurance,57000,Average,
3686,Karen,Lee,female,1966-02-09,4622223669,Woodsfurt,Massachusetts,54082,English,Salaried,Doctorate,Divorced,Life Insurance,48000,Poor,
3687,Shirley,Somerville,female,1987-07-27,6592501000,Christianhaven,Florida,35035,English,Unemployed,Secondary school,Married,Home Insurance,1000,Average,
3688,Wilford,Skelley,male,1945-06-02,7424223780,Lake Kathyview,Oklahoma,21891,English,Salaried,Doctorate,Married,Life Insurance,85000,Best,
3689,Kim,Valentine,female,1997-12-03,4177189500,Brucefurt,Tennessee,14089,English,Self employed,Secondary school,Unmarried,Auto Insurance,5000,Best,
3690,Delois,Elkins,female,1967-06-22,2595783725,Tammyport,Florida,81396,English,Salaried,Doctorate,Widowed,Disability Insurance,57000,Average,
3691,Douglas,Callahan,male,1973-08-14,2562432704,Robertburgh,Utah,97728,English,Salaried,Doctorate,Married,Disability Insurance,85000,Poor,
